session_id,user_agent,ip_address,page_views,session_duration,avg_time_per_page,bounce_rate,scroll_depth,click_count,form_interactions,search_queries,request_frequency,javascript_enabled,cookie_enabled,screen_resolution,browser_language,referer_type,hour_of_day,day_of_week,time_between_clicks,page_load_time,unique_pages_visited,sequential_page_views,back_button_usage,tab_switches,copy_paste_events,is_bot
session_002206,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,63.96.184.50,7,473,46.08,0.382,92.2,8,2,1,4.86,1,1,1366x768,de-DE,direct,14,5,13986.0,1180.0,4,0.695,4,0,3,0
session_002207,python-requests/2.25.1,65.102.51.1,15,197,5.39,0.108,1.4,0,0,0,18.56,1,0,unknown,,direct,13,3,962.0,627.0,12,0.921,0,0,0,1
session_002208,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,92.102.232.150,9,152,58.93,0.51,65.2,11,2,3,3.15,1,1,375x667,de-DE,search,2,7,1662.0,1337.0,5,0.205,1,1,1,0
session_002209,python-requests/2.25.1,167.42.254.154,17,139,12.69,0.233,2.5,2,0,0,16.86,0,0,0x0,,direct,13,3,266.0,872.0,17,0.807,0,0,1,1
session_002210,Scrapy/2.5.1,97.222.156.11,16,202,7.16,0.29,29.6,0,1,0,18.3,1,1,1024x768,en,social,20,5,605.0,1162.0,12,0.989,1,0,0,1
session_002211,Scrapy/2.5.1,18.159.100.101,14,233,10.94,0.281,25.1,2,0,0,11.56,0,0,1024x768,,direct,8,5,273.0,548.0,13,0.807,0,0,0,1
session_002212,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),4.129.15.94,10,479,35.2,0.461,89.5,6,3,1,3.08,0,1,375x667,es-ES,search,5,4,4924.0,779.0,6,0.252,2,2,1,0
session_002213,python-requests/2.25.1,101.118.245.193,15,143,6.56,0.143,9.4,0,0,1,19.65,0,1,0x0,en,direct,13,5,170.0,571.0,8,0.949,0,0,0,1
session_002214,curl/7.68.0,101.93.93.16,16,149,4.67,0.284,13.8,1,0,1,10.08,1,0,unknown,unknown,direct,15,1,384.0,896.0,12,0.836,0,0,0,1
session_002215,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,51.176.79.155,4,698,61.16,0.416,58.1,9,1,2,3.95,1,1,1366x768,de-DE,search,17,5,12347.0,1554.0,4,0.238,2,0,0,0
session_002216,Scrapy/2.5.1,97.43.117.49,15,219,8.73,0.136,28.6,1,0,1,8.38,0,1,1024x768,unknown,direct,12,5,769.0,902.0,14,0.842,0,0,1,1
session_002217,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),38.66.56.202,8,30,39.11,0.307,87.4,5,0,0,4.17,1,1,1366x768,pt-BR,search,11,4,14798.0,910.0,6,0.292,3,0,0,0
session_002218,PostmanRuntime/7.26.8,69.173.39.26,12,244,5.66,0.248,23.7,4,0,0,13.32,0,0,800x600,,direct,6,2,299.0,800.0,12,0.846,1,0,0,1
session_002219,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),26.190.160.239,3,623,78.87,0.335,50.1,6,1,3,1.3,1,1,1366x768,pt-BR,search,18,7,2056.0,1552.0,3,0.367,2,4,2,0
session_002220,Go-http-client/1.1,22.169.154.147,8,241,9.64,0.147,1.0,3,0,1,14.24,0,1,unknown,en,direct,9,5,285.0,846.0,8,0.806,0,0,0,1
session_002221,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),248.247.254.73,3,274,85.23,0.384,56.5,6,1,2,3.07,1,1,1366x768,es-ES,search,17,3,1060.0,954.0,3,0.328,6,2,0,0
session_002222,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,63.67.244.52,2,485,53.46,0.7,48.0,13,5,1,2.5,1,1,1366x768,en-US,direct,23,2,3104.0,1062.0,2,0.25,1,2,1,0
session_002223,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,136.128.104.8,7,267,53.91,0.437,90.3,5,2,0,4.7,1,1,1440x900,es-ES,search,17,1,5074.0,860.0,4,0.243,2,1,2,0
session_002224,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),177.145.173.69,3,256,60.34,0.62,67.2,9,3,1,1.47,1,1,1440x900,fr-FR,social,21,5,12263.0,862.0,3,0.313,2,3,0,0
session_002225,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,254.69.185.198,10,452,38.42,0.42,77.3,6,1,0,4.86,0,1,1366x768,es-ES,social,17,7,5797.0,1185.0,2,0.243,3,1,1,0
session_002226,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),254.220.70.101,9,472,76.78,0.59,89.9,7,5,2,3.45,1,1,375x667,de-DE,search,18,4,14734.0,1106.0,6,0.666,1,0,1,0
session_002227,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,232.72.33.21,4,606,89.0,0.343,55.6,13,3,3,2.32,1,1,1440x900,es-ES,referral,7,6,6705.0,1869.0,4,0.683,2,1,0,0
session_002228,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,147.86.237.215,7,713,46.83,0.506,44.2,11,5,0,1.75,1,1,1440x900,de-DE,search,14,7,5571.0,1640.0,5,0.658,2,1,0,0
session_002229,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,153.37.83.202,8,405,145.97,0.777,50.7,10,0,1,1.26,1,1,375x667,fr-FR,search,9,7,5965.0,2148.0,3,0.203,4,4,0,0
session_002230,Go-http-client/1.1,219.237.62.4,15,232,6.0,0.11,24.5,1,0,1,10.53,0,0,unknown,en,direct,18,6,815.0,1094.0,15,0.85,0,0,0,1
session_002231,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,47.99.32.239,2,538,109.82,0.713,70.7,8,0,0,1.53,0,1,1920x1080,pt-BR,referral,8,6,5840.0,1336.0,2,0.551,6,1,2,0
session_002232,Go-http-client/1.1,64.203.230.41,14,169,6.39,0.128,11.9,0,0,0,19.27,0,1,800x600,unknown,referral,16,1,317.0,617.0,14,0.939,0,0,0,1
session_002233,Go-http-client/1.1,146.106.57.169,12,113,8.98,0.108,2.3,8,1,1,17.37,0,1,1024x768,en,direct,6,5,290.0,775.0,8,0.922,1,0,0,1
session_002234,PostmanRuntime/7.26.8,176.188.32.127,15,136,9.4,0.246,4.7,1,0,0,14.3,1,1,unknown,en,direct,11,2,619.0,936.0,11,0.819,2,0,0,1
session_002235,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,24.235.239.143,10,232,76.29,0.423,85.9,7,6,1,2.09,1,1,1440x900,en-GB,search,23,4,14004.0,1483.0,6,0.286,5,2,2,0
session_002236,PostmanRuntime/7.26.8,190.230.46.111,17,104,5.82,0.117,1.7,1,0,0,14.76,0,0,0x0,unknown,direct,12,4,442.0,503.0,9,0.995,2,0,0,1
session_002237,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,29.128.50.165,6,580,60.56,0.711,78.4,7,3,1,0.8,1,1,1920x1080,pt-BR,search,15,4,6641.0,1707.0,4,0.687,3,2,1,0
session_002238,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),211.38.57.232,7,383,22.74,0.411,43.9,4,0,1,0.9,1,1,1536x864,fr-FR,direct,22,6,8756.0,1740.0,7,0.258,3,4,1,0
session_002239,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,105.49.50.120,3,649,80.41,0.316,74.9,8,2,2,1.0,1,1,1920x1080,es-ES,direct,11,5,6917.0,1669.0,3,0.481,2,3,1,0
session_002240,Scrapy/2.5.1,196.162.180.92,12,206,8.78,0.257,1.7,0,0,1,18.71,0,1,0x0,,direct,8,7,618.0,1200.0,11,0.898,1,0,0,1
session_002241,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,169.252.12.10,5,530,90.39,0.356,93.2,6,3,2,2.24,1,1,1366x768,fr-FR,direct,9,1,5787.0,692.0,5,0.6,2,0,2,0
session_002242,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,80.48.82.119,8,370,52.49,0.535,68.5,7,2,1,4.58,1,1,1920x1080,fr-FR,search,20,4,10807.0,502.0,6,0.393,5,2,0,0
session_002243,Scrapy/2.5.1,178.203.32.197,15,236,6.48,0.148,23.5,3,0,0,12.61,0,0,0x0,,direct,2,4,210.0,626.0,10,0.945,0,0,1,1
session_002244,Go-http-client/1.1,9.51.32.51,16,147,11.46,0.182,12.5,0,0,1,17.85,0,1,unknown,unknown,direct,0,2,514.0,946.0,12,0.896,0,0,0,1
session_002245,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),154.166.48.148,6,732,13.69,0.349,54.5,8,1,1,2.14,1,1,1366x768,es-ES,social,8,2,8699.0,1319.0,3,0.252,6,0,0,0
session_002246,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,212.229.221.169,9,526,102.49,0.391,74.3,7,4,2,3.72,1,1,1366x768,en-GB,referral,4,2,4313.0,1161.0,5,0.623,2,4,1,0
session_002247,Scrapy/2.5.1,114.59.180.158,13,259,6.56,0.136,23.4,1,0,0,8.04,0,0,1024x768,en,search,7,6,553.0,716.0,13,0.929,1,0,0,1
session_002248,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,201.91.58.34,7,174,43.06,0.621,82.1,8,1,0,2.15,1,1,1536x864,fr-FR,social,10,1,2415.0,456.0,7,0.425,1,3,0,0
session_002249,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,102.24.233.13,7,565,26.13,0.611,70.8,8,3,2,1.19,1,1,1536x864,en-US,direct,11,7,6756.0,1502.0,3,0.384,1,1,3,0
session_002250,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,246.31.196.130,7,567,37.77,0.415,41.9,9,2,0,4.5,1,1,1366x768,fr-FR,direct,17,4,14175.0,953.0,6,0.571,7,0,0,0
session_002251,PostmanRuntime/7.26.8,102.26.91.166,14,112,10.83,0.141,26.0,2,0,0,13.06,0,1,1024x768,,direct,9,5,987.0,1196.0,9,0.815,0,0,0,1
session_002252,Go-http-client/1.1,220.127.171.204,14,107,4.88,0.119,18.2,1,0,0,12.08,0,0,unknown,,direct,21,1,163.0,708.0,14,0.98,1,0,0,1
session_002253,Scrapy/2.5.1,193.68.34.38,17,159,6.53,0.126,18.0,2,1,1,18.51,1,1,1024x768,,direct,5,1,872.0,773.0,13,0.868,0,0,0,1
session_002254,PostmanRuntime/7.26.8,5.163.28.194,10,178,11.1,0.144,18.8,0,1,0,14.64,0,0,unknown,unknown,search,19,1,300.0,824.0,8,0.846,0,0,0,1
session_002255,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,184.209.171.254,2,373,23.22,0.509,65.2,5,1,1,3.07,0,1,1366x768,pt-BR,social,14,1,8872.0,1523.0,2,0.656,6,2,0,0
session_002256,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,211.228.159.255,5,135,114.49,0.416,74.5,2,2,1,3.41,1,0,1366x768,es-ES,search,10,6,9917.0,200.0,5,0.629,4,3,0,0
session_002257,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),230.163.203.185,6,337,50.13,0.587,94.0,10,1,1,0.62,1,1,1366x768,en-US,social,17,4,10297.0,1292.0,3,0.402,8,2,1,0
session_002258,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,102.176.204.126,3,509,57.73,0.397,91.0,11,5,1,2.96,1,1,1920x1080,en-GB,referral,10,7,13795.0,1384.0,3,0.626,2,0,1,0
session_002259,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,144.244.79.198,8,687,39.21,0.441,72.9,2,1,0,3.23,1,1,375x667,es-ES,search,16,6,6125.0,1577.0,4,0.444,5,3,1,0
session_002260,python-requests/2.25.1,199.99.45.103,15,168,10.76,0.133,1.8,2,0,0,15.84,0,0,unknown,,direct,3,3,143.0,635.0,11,0.919,0,0,1,1
session_002261,curl/7.68.0,99.17.81.188,16,160,7.15,0.13,5.0,4,0,0,15.45,1,1,0x0,en,direct,21,7,484.0,782.0,14,0.866,0,0,0,1
session_002262,python-requests/2.25.1,161.169.18.95,10,266,11.79,0.275,15.9,0,0,1,8.36,1,0,0x0,,direct,14,2,770.0,853.0,10,0.903,0,0,0,1
session_002263,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,85.110.70.5,3,472,44.67,0.519,74.6,12,1,1,4.8,1,1,1920x1080,de-DE,search,9,3,7655.0,1830.0,3,0.688,2,1,2,0
session_002264,curl/7.68.0,83.116.141.128,16,175,8.61,0.107,25.4,2,0,0,14.82,1,1,1024x768,en,direct,11,7,277.0,664.0,11,0.888,0,0,0,1
session_002265,python-requests/2.25.1,112.250.41.171,15,221,7.01,0.141,24.6,2,0,0,17.37,0,1,800x600,,direct,3,7,328.0,727.0,9,0.957,0,0,0,1
session_002266,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,39.79.19.241,11,404,58.39,0.649,71.5,7,5,1,1.23,1,1,375x667,en-GB,search,22,5,13932.0,908.0,8,0.376,4,3,2,0
session_002267,Go-http-client/1.1,104.119.137.146,13,113,10.77,0.111,11.2,1,0,0,11.35,0,1,0x0,en,direct,18,4,615.0,989.0,13,0.908,0,0,0,1
session_002268,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,126.229.124.60,3,398,44.99,0.705,51.6,7,3,1,4.29,1,1,375x667,en-GB,search,7,2,2826.0,1605.0,3,0.501,3,1,1,0
session_002269,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,8.118.246.87,6,876,101.24,0.778,67.7,12,3,1,1.14,1,1,375x667,de-DE,direct,12,5,11621.0,906.0,4,0.278,1,0,0,0
session_002270,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,61.216.164.240,6,477,43.83,0.623,53.2,8,3,1,3.38,1,1,375x667,pt-BR,referral,9,2,12168.0,1648.0,6,0.347,3,1,1,0
session_002271,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,162.198.98.85,4,683,63.23,0.633,89.5,6,2,0,2.04,0,1,1366x768,en-US,search,22,3,14309.0,499.0,4,0.259,3,3,0,0
session_002272,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,164.86.47.60,5,601,76.56,0.636,83.4,6,1,0,3.17,1,1,1366x768,en-US,search,19,5,9298.0,876.0,5,0.506,3,0,0,0
session_002273,Go-http-client/1.1,7.199.90.125,15,260,10.8,0.148,0.5,0,0,2,11.85,0,0,unknown,unknown,direct,17,3,149.0,1280.0,12,0.809,0,0,0,1
session_002274,Go-http-client/1.1,183.13.1.36,12,183,6.49,0.112,0.1,0,0,0,16.96,0,0,0x0,unknown,direct,7,4,389.0,1057.0,12,0.813,0,0,0,1
session_002275,Go-http-client/1.1,77.147.115.152,22,238,8.98,0.104,26.0,4,0,1,14.7,1,0,unknown,en,direct,22,4,203.0,873.0,12,0.975,3,0,0,1
session_002276,curl/7.68.0,254.9.66.220,16,199,6.13,0.183,2.1,2,0,0,17.17,0,0,800x600,en,direct,9,3,177.0,1192.0,14,0.885,0,0,1,1
session_002277,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,10.151.190.99,4,506,92.42,0.799,68.5,9,1,1,3.36,1,0,375x667,fr-FR,direct,8,3,1048.0,2038.0,4,0.602,3,3,1,0
session_002278,curl/7.68.0,29.226.163.145,13,159,8.03,0.255,24.2,2,0,0,13.24,1,1,1024x768,,direct,5,4,519.0,842.0,13,0.858,0,0,0,1
session_002279,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,152.120.185.3,11,653,80.13,0.499,47.2,9,1,1,3.13,1,1,1440x900,es-ES,search,13,1,7237.0,624.0,9,0.202,2,7,1,0
session_002280,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,173.53.110.77,7,803,114.43,0.473,89.8,10,3,0,1.17,1,0,1920x1080,es-ES,referral,15,2,7949.0,1286.0,4,0.506,1,1,1,0
session_002281,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,144.216.146.196,5,721,23.15,0.484,64.6,11,5,2,4.59,1,1,375x667,fr-FR,search,23,6,9994.0,1518.0,5,0.505,4,1,2,0
session_002282,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,64.77.249.85,6,787,32.48,0.497,91.6,8,5,3,2.26,1,1,1440x900,pt-BR,search,0,1,3904.0,1940.0,6,0.401,5,3,2,0
session_002283,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,203.230.79.157,5,190,70.52,0.507,78.0,6,1,2,2.64,1,1,1536x864,de-DE,social,22,2,10127.0,1435.0,5,0.487,4,2,0,0
session_002284,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,63.214.181.242,6,53,41.93,0.616,67.5,5,4,3,1.36,1,1,1440x900,de-DE,social,9,2,7869.0,1536.0,6,0.393,5,3,1,0
session_002285,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,225.105.68.5,12,672,115.51,0.712,59.6,8,4,2,2.36,1,1,375x667,en-GB,referral,21,7,1886.0,1319.0,6,0.494,3,1,1,0
session_002286,Go-http-client/1.1,108.33.155.186,15,241,7.77,0.263,20.3,2,0,0,9.69,0,0,1024x768,,direct,8,1,738.0,699.0,11,0.858,1,0,0,1
session_002287,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,220.240.70.26,3,162,30.4,0.408,66.1,10,2,2,4.69,0,0,1366x768,en-US,search,20,1,9131.0,1199.0,3,0.499,1,2,1,0
session_002288,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,115.34.16.177,2,514,30.94,0.442,52.9,14,4,0,0.63,1,1,1920x1080,fr-FR,direct,11,6,8650.0,1586.0,2,0.364,3,3,0,0
session_002289,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,219.133.90.50,5,358,50.32,0.591,88.6,9,1,0,3.47,1,1,1536x864,es-ES,referral,21,5,2408.0,783.0,5,0.64,3,5,0,0
session_002290,python-requests/2.25.1,200.33.10.63,24,138,8.76,0.109,2.8,3,0,0,17.77,0,1,800x600,unknown,search,17,3,264.0,992.0,16,0.937,1,0,0,1
session_002291,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,186.157.58.146,10,541,27.56,0.31,47.9,7,2,3,3.79,1,1,1920x1080,en-GB,direct,12,7,9415.0,1327.0,4,0.426,3,0,2,0
session_002292,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),200.30.53.188,4,294,77.68,0.579,63.7,7,2,1,1.58,1,1,1440x900,fr-FR,direct,17,4,9934.0,1408.0,4,0.204,1,0,1,0
session_002293,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),49.85.150.87,5,882,97.38,0.311,48.0,10,2,3,2.42,1,0,1920x1080,de-DE,social,14,4,5679.0,1482.0,5,0.36,3,3,0,0
session_002294,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,147.157.56.242,5,71,80.35,0.779,40.7,11,1,0,2.63,1,1,1440x900,pt-BR,social,21,3,5735.0,1242.0,5,0.606,2,2,2,0
session_002295,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,84.102.100.57,11,437,76.67,0.595,56.1,7,1,2,4.16,1,1,1920x1080,en-GB,search,10,1,12749.0,1085.0,4,0.49,2,3,1,0
session_002296,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,53.76.228.47,6,555,42.14,0.747,63.4,6,1,0,1.24,1,1,1536x864,en-GB,search,13,3,8074.0,1811.0,6,0.309,3,3,0,0
session_002297,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,64.50.80.118,9,140,58.59,0.488,77.9,9,2,1,4.29,1,1,1366x768,es-ES,direct,13,6,3581.0,1897.0,5,0.532,0,3,1,0
session_002298,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,60.170.116.183,7,343,91.61,0.357,67.5,9,2,1,1.99,1,1,1536x864,de-DE,direct,13,2,12051.0,959.0,7,0.539,4,1,2,0
session_002299,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,201.211.139.213,6,152,78.34,0.728,67.1,5,2,1,1.5,1,0,1920x1080,de-DE,direct,20,6,2063.0,1105.0,5,0.241,5,2,0,0
session_002300,PostmanRuntime/7.26.8,182.182.230.37,14,206,6.19,0.114,3.6,0,0,0,18.56,0,1,unknown,unknown,direct,2,3,878.0,1088.0,14,0.941,0,0,0,1
session_002301,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),166.170.249.125,4,530,41.08,0.337,79.5,6,3,0,2.79,1,1,1440x900,en-US,social,10,1,10034.0,1203.0,4,0.204,1,2,0,0
session_002302,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,54.216.82.15,9,280,76.92,0.306,41.3,4,6,0,2.99,1,1,1366x768,de-DE,direct,20,4,6542.0,200.0,7,0.347,5,2,0,0
session_002303,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,42.42.209.144,4,506,40.01,0.748,67.7,4,5,3,4.84,1,1,1440x900,fr-FR,referral,8,4,1513.0,1332.0,4,0.228,3,2,1,0
session_002304,Scrapy/2.5.1,187.224.193.237,13,162,4.89,0.294,9.8,3,0,0,15.85,0,0,1024x768,en,direct,4,6,169.0,961.0,11,0.94,0,0,1,1
session_002305,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),35.5.35.85,9,537,89.77,0.307,66.7,11,3,1,4.01,1,1,375x667,en-US,social,8,1,3805.0,953.0,4,0.531,2,2,2,0
session_002306,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),57.51.65.105,7,498,79.68,0.314,86.9,8,3,1,4.3,1,1,1536x864,en-US,direct,15,7,4251.0,1288.0,6,0.412,2,1,1,0
session_002307,python-requests/2.25.1,201.117.94.239,15,210,7.11,0.123,22.3,3,0,1,12.0,0,0,0x0,unknown,direct,20,7,621.0,847.0,12,0.87,1,0,0,1
session_002308,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,81.64.231.192,9,587,29.24,0.658,91.9,11,3,1,0.58,1,1,1366x768,es-ES,social,19,4,6248.0,1191.0,6,0.27,3,2,1,0
session_002309,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,232.45.234.60,6,799,97.02,0.699,52.2,13,2,5,1.96,1,1,375x667,es-ES,direct,15,4,12319.0,1091.0,6,0.658,6,2,0,0
session_002310,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,70.184.235.244,3,563,69.72,0.646,60.8,12,2,1,2.53,1,1,1920x1080,en-GB,search,18,6,9321.0,1330.0,3,0.205,5,2,0,0
session_002311,python-requests/2.25.1,205.149.208.190,16,301,5.27,0.109,5.7,4,0,1,12.11,0,0,800x600,unknown,direct,23,6,937.0,1137.0,7,0.932,0,0,0,1
session_002312,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),14.226.96.15,8,307,22.58,0.638,93.5,9,1,0,1.19,1,1,1536x864,es-ES,search,13,3,2334.0,1299.0,3,0.238,5,2,2,0
session_002313,Go-http-client/1.1,246.27.213.235,9,167,8.2,0.295,25.8,10,0,0,17.89,0,0,0x0,unknown,search,5,6,841.0,898.0,9,0.906,0,0,0,1
session_002314,curl/7.68.0,237.68.13.99,13,132,6.0,0.184,5.2,2,0,1,18.69,0,0,1024x768,,direct,7,5,697.0,1156.0,11,0.976,1,0,0,1
session_002315,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,38.87.130.224,3,359,76.69,0.484,68.9,10,0,1,2.51,1,1,1366x768,en-GB,direct,18,5,11598.0,1460.0,3,0.403,4,2,1,0
session_002316,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),201.177.88.99,7,361,46.1,0.687,46.7,6,1,4,0.61,1,0,375x667,es-ES,referral,18,5,6141.0,1074.0,6,0.523,2,2,0,0
session_002317,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,38.243.64.125,4,480,19.42,0.468,74.3,10,1,3,2.99,1,0,1366x768,fr-FR,search,16,1,4440.0,1015.0,4,0.519,2,0,0,0
session_002318,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,26.34.22.23,6,581,51.86,0.435,60.8,7,3,5,4.11,1,1,1920x1080,de-DE,search,11,3,8567.0,1191.0,4,0.502,3,2,0,0
session_002319,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),89.252.177.142,4,394,53.85,0.431,56.0,7,1,1,3.08,1,1,375x667,en-US,direct,17,7,7268.0,1632.0,3,0.669,4,1,3,0
session_002320,Go-http-client/1.1,117.219.13.221,21,109,12.15,0.22,6.9,2,0,0,13.99,0,1,unknown,,direct,4,6,128.0,486.0,11,0.838,0,0,0,1
session_002321,PostmanRuntime/7.26.8,27.151.249.159,14,215,11.54,0.2,5.7,2,0,0,14.16,0,0,unknown,,direct,18,3,287.0,1067.0,8,0.988,1,0,1,1
session_002322,Scrapy/2.5.1,127.27.45.45,6,213,5.22,0.159,14.1,4,0,1,8.75,1,0,0x0,unknown,direct,14,3,577.0,862.0,6,0.912,0,0,0,1
session_002323,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,6.93.220.75,8,611,95.88,0.575,46.0,9,3,1,3.72,1,1,1366x768,en-US,search,11,4,14356.0,1212.0,3,0.258,4,0,0,0
session_002324,Go-http-client/1.1,208.67.152.226,12,104,6.16,0.256,4.8,3,0,1,10.5,1,0,1024x768,en,direct,2,1,221.0,944.0,12,0.873,0,0,0,1
session_002325,Go-http-client/1.1,250.75.76.78,14,150,8.46,0.238,22.1,1,0,0,13.9,0,0,800x600,unknown,direct,13,5,741.0,804.0,10,0.861,0,0,0,1
session_002326,python-requests/2.25.1,85.4.70.119,22,186,8.67,0.186,15.5,6,0,0,16.09,0,1,1024x768,en,direct,1,6,498.0,550.0,9,0.993,0,0,0,1
session_002327,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,90.19.157.197,6,420,80.97,0.783,66.0,8,2,3,3.29,1,1,1366x768,pt-BR,social,22,6,10137.0,1299.0,6,0.506,1,3,1,0
session_002328,Scrapy/2.5.1,47.102.110.163,17,60,4.33,0.155,27.5,2,0,2,12.89,0,1,1024x768,,direct,7,2,914.0,831.0,11,0.993,0,0,0,1
session_002329,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,128.122.82.204,8,227,35.13,0.395,41.3,8,0,2,1.89,1,1,1366x768,es-ES,search,15,2,4569.0,1318.0,8,0.522,3,0,0,0
session_002330,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,103.90.139.22,11,819,86.44,0.401,84.5,10,0,1,1.64,1,1,375x667,en-GB,social,9,6,6318.0,1838.0,5,0.68,3,2,1,0
